text,intent
loss of memory sometimes,give_symptom
sharp pain in toes,give_symptom
burning sensation in stomach,give_symptom
dry mouth,give_symptom
pain in forehead,give_symptom
pale yellow eyes,give_symptom
sharp headache after waking,give_symptom
weak legs,give_symptom
swelling in hands and feet,give_symptom
red spots on arms,give_symptom
trouble breathing while lying down,give_symptom
dull pain in chest,give_symptom
burning pain in throat,give_symptom
sharp shoulder pain,give_symptom
skin itching badly,give_symptom
pain in ribs after coughing,give_symptom
swollen knees,give_symptom
loss of sleep,give_symptom
yellowish nails,give_symptom
pain in chest after eating,give_symptom
dry skin patches,give_symptom
sharp pain in ears,give_symptom
swelling around ankles,give_symptom
constant fever,give_symptom
dull headache,give_symptom
trouble moving fingers,give_symptom
what are the symptoms of pregnancy,ask_symptom
early signs of pregnancy,ask_symptom
how do I know if I am pregnant,ask_symptom
symptoms of period cramps,ask_symptom
what are signs of menopause,ask_symptom
symptoms of PCOS,ask_symptom
what are the signs of infertility,ask_symptom
symptoms of miscarriage,ask_symptom
signs of gestational diabetes,ask_symptom
what are the symptoms of postpartum depression,ask_symptom
how to know if I have endometriosis,ask_symptom
early signs of ovulation,ask_symptom
symptoms of ectopic pregnancy,ask_symptom
what are the signs of polycystic ovary syndrome,ask_symptom
symptoms of hormonal imbalance in women,ask_symptom
symptoms of cervical cancer,ask_symptom
what are the symptoms of ovarian cysts,ask_symptom
signs of premenstrual syndrome (PMS),ask_symptom
early signs of breastfeeding problems,ask_symptom
symptoms of uterine fibroids,ask_symptom
I missed my period,give_symptom
I feel morning sickness,give_symptom
my lower abdomen hurts during period,give_symptom
I have heavy bleeding during periods,give_symptom
I feel mood swings before periods,give_symptom
I am having hot flashes at night,give_symptom
I feel breast tenderness,give_symptom
I feel cramps even after period,give_symptom
I get dizzy during pregnancy,give_symptom
I have irregular cycles,give_symptom
I have pain during intercourse,give_symptom
I am feeling severe period cramps,give_symptom
I am constantly tired during pregnancy,give_symptom
I feel nauseous in the morning,give_symptom
I feel back pain during periods,give_symptom
I am having sudden mood changes,give_symptom
I experience bloating before periods,give_symptom
I have difficulty conceiving,give_symptom
I feel abdominal heaviness,give_symptom
I bleed in between cycles,give_symptom
what are the symptoms of pregnancy,ask_symptom
early signs of pregnancy,ask_symptom
how do I know if I am pregnant,ask_symptom
symptoms of period cramps,ask_symptom
what are signs of menopause,ask_symptom
symptoms of PCOS,ask_symptom
what are the signs of infertility,ask_symptom
symptoms of miscarriage,ask_symptom
signs of gestational diabetes,ask_symptom
what are the symptoms of postpartum depression,ask_symptom
how to know if I have endometriosis,ask_symptom
early signs of ovulation,ask_symptom
symptoms of ectopic pregnancy,ask_symptom
what are the signs of polycystic ovary syndrome,ask_symptom
symptoms of hormonal imbalance in women,ask_symptom
symptoms of cervical cancer,ask_symptom
what are the symptoms of ovarian cysts,ask_symptom
signs of premenstrual syndrome (PMS),ask_symptom
early signs of breastfeeding problems,ask_symptom
symptoms of uterine fibroids,ask_symptom
what are the symptoms of first trimester pregnancy,ask_symptom
signs of second trimester pregnancy,ask_symptom
what are the symptoms of third trimester pregnancy,ask_symptom
symptoms of postpartum recovery,ask_symptom
early signs of labor,ask_symptom
what are the symptoms of high-risk pregnancy,ask_symptom
symptoms of iron deficiency in women,ask_symptom
signs of vitamin D deficiency in pregnancy,ask_symptom
what are the symptoms of gestational hypertension,ask_symptom
how to identify preeclampsia symptoms,ask_symptom
signs of ovulation pain,ask_symptom
what are the symptoms of early menopause,ask_symptom
symptoms of late menopause,ask_symptom
how do I know if I have PCOS,ask_symptom
what are signs of irregular ovulation,ask_symptom
symptoms of endometrial cancer,ask_symptom
symptoms of vaginal infection,ask_symptom
what are the signs of bacterial vaginosis,ask_symptom
symptoms of yeast infection,ask_symptom
signs of postpartum bleeding,ask_symptom
I missed my period,give_symptom
I feel morning sickness,give_symptom
my lower abdomen hurts during period,give_symptom
I have heavy bleeding during periods,give_symptom
I feel mood swings before periods,give_symptom
I am having hot flashes at night,give_symptom
I feel breast tenderness,give_symptom
I feel cramps even after period,give_symptom
I get dizzy during pregnancy,give_symptom
I have irregular cycles,give_symptom
I have pain during intercourse,give_symptom
I am feeling severe period cramps,give_symptom
I am constantly tired during pregnancy,give_symptom
I feel nauseous in the morning,give_symptom
I feel back pain during periods,give_symptom
I am having sudden mood changes,give_symptom
I experience bloating before periods,give_symptom
I have difficulty conceiving,give_symptom
I feel abdominal heaviness,give_symptom
I bleed in between cycles,give_symptom
I feel pressure in my pelvis,give_symptom
I experience frequent urination,give_symptom
I am always thirsty during pregnancy,give_symptom
I get swollen ankles and feet,give_symptom
I am having constant headaches,give_symptom
I feel shortness of breath,give_symptom
I am gaining weight rapidly,give_symptom
I feel extreme fatigue,give_symptom
I have severe acne breakouts,give_symptom
I feel sharp pain on one side of abdomen,give_symptom
I have light spotting during pregnancy,give_symptom
I am leaking breast milk,give_symptom
I feel depressed after delivery,give_symptom
I am crying without reason,give_symptom
I feel pain while breastfeeding,give_symptom
I feel vaginal dryness,give_symptom
I get night sweats,give_symptom
I feel itchy around vagina,give_symptom
I have thick white discharge,give_symptom
I feel burning sensation while urinating,give_symptom
I feel constant nausea throughout the day,give_symptom
I get severe bloating after meals,give_symptom
I have painful ovulation cramps,give_symptom
I feel weak and dizzy after standing,give_symptom
I get irregular spotting between periods,give_symptom
I feel pelvic pain before menstruation,give_symptom
I experience painful bowel movements,give_symptom
I feel extreme hunger during pregnancy,give_symptom
I have swollen breasts,give_symptom
I feel restless during sleep,give_symptom
I experience sudden hot flushes,give_symptom
I feel depressed before periods,give_symptom
I am unable to breastfeed properly,give_symptom
I get skin darkening during pregnancy,give_symptom
I feel stabbing cramps in lower belly,give_symptom
I bleed too much during cycle,give_symptom
I get fainting spells,give_symptom
I experience excessive hair growth,give_symptom
I feel sudden anger swings,give_symptom
I get dry skin during pregnancy,give_symptom
I feel backaches often,give_symptom
I feel numbness in my legs,give_symptom
I have swelling on my hands,give_symptom
I get high blood pressure in pregnancy,give_symptom
I feel severe migraines,give_symptom
what are the symptoms of seasonal influenza,ask_symptom
what symptoms does influenza cause,ask_symptom
how does flu manifest,ask_symptom
symptoms of influenza infection,ask_symptom
I want to know flu symptoms,ask_symptom
"I have fever, cough, sore throat, body aches and fatigue",give_symptom
I’m feeling very tired with body aches and sore throat,give_symptom
I have fever and cough plus muscle pains,give_symptom
I feel sore throat and fatigue,give_symptom
I have cough and fever with chills,give_symptom
what are the symptoms of COVID-19,ask_symptom
what does COVID-19 look like symptom wise,ask_symptom
tell me COVID-19 symptoms,ask_symptom
"I have cough, fever, shortness of breath, fatigue and loss of taste",give_symptom
"I’m feeling very lethargic, with fever and sometimes cough",give_symptom
I have some chills and body aches along with sore throat,give_symptom
what are the symptoms of pneumonia,ask_symptom
symptoms of pneumonia in adults,ask_symptom
tell me how pneumonia presents,ask_symptom
"I have rapid breathing, chest pain, cough producing phlegm",give_symptom
"I have fever, chills and difficulty breathing",give_symptom
I feel severe cough and chest discomfort,give_symptom
what are the symptoms of tuberculosis,ask_symptom
symptoms of TB,ask_symptom
how to recognize tuberculosis,ask_symptom
"I have prolonged cough lasting weeks, weight loss, night sweats and fatigue",give_symptom
"I’m losing weight, coughing up mucus and sweating at night",give_symptom
what are symptoms of dengue,ask_symptom
symptoms of dengue fever,ask_symptom
"I have high fever, severe headache, pain behind the eyes, muscle and joint pain and rash",give_symptom
I’m experiencing severe pain behind the eyes and joint pain along with fever and nausea,give_symptom
what are symptoms of measles,ask_symptom
tell me measles symptom list,ask_symptom
"I have high fever, red eyes, cough, runny nose and rash",give_symptom
I feel very ill with fever and rash after runny nose,give_symptom
what are the symptoms of seasonal influenza,ask_symptom
symptoms of influenza infection,ask_symptom
how does flu manifest,ask_symptom
I want to know flu symptoms,ask_symptom
tell me flu symptom list,ask_symptom
"I have fever, cough, sore throat, body aches and fatigue",give_symptom
I’m feeling very tired with body aches and sore throat,give_symptom
I have fever and cough plus muscle pains,give_symptom
I feel sore throat and fatigue,give_symptom
I have cough and fever with chills,give_symptom
what are the symptoms of COVID-19,ask_symptom
what does COVID-19 look like symptom wise,ask_symptom
tell me COVID-19 symptoms,ask_symptom
how to identify COVID-19 infection,ask_symptom
symptoms of coronavirus disease,ask_symptom
"I have cough, fever, shortness of breath, fatigue and loss of taste",give_symptom
"I’m feeling very lethargic, with fever and cough",give_symptom
I have chills and body aches along with sore throat,give_symptom
I feel loss of smell and constant cough,give_symptom
I have fever and shortness of breath,give_symptom
what are the symptoms of pneumonia,ask_symptom
symptoms of pneumonia in adults,ask_symptom
tell me how pneumonia presents,ask_symptom
early pneumonia symptoms,ask_symptom
pneumonia signs and symptoms,ask_symptom
"I have rapid breathing, chest pain, cough producing phlegm",give_symptom
"I have fever, chills and difficulty breathing",give_symptom
I feel severe cough and chest discomfort,give_symptom
I am coughing phlegm with fever,give_symptom
I get breathless on slight exertion,give_symptom
what are the symptoms of tuberculosis,ask_symptom
symptoms of TB,ask_symptom
how to recognize tuberculosis,ask_symptom
early TB signs,ask_symptom
symptoms of pulmonary tuberculosis,ask_symptom
"I have prolonged cough lasting weeks, weight loss, night sweats and fatigue",give_symptom
"I’m losing weight, coughing up mucus and sweating at night",give_symptom
I feel weak with persistent cough and fever,give_symptom
I cough blood and feel very weak,give_symptom
I have night sweats and chest pain,give_symptom
what are the symptoms of malaria,ask_symptom
tell me malaria symptoms,ask_symptom
how does malaria start,ask_symptom
early malaria signs,ask_symptom
what does malaria feel like,ask_symptom
"I have fever, chills, sweating, headache and nausea",give_symptom
I feel cycles of chills and high fever,give_symptom
"I have muscle pain, vomiting and tiredness",give_symptom
I feel severe weakness and headache with fever,give_symptom
I am shivering with fever every evening,give_symptom
what are the symptoms of dengue,ask_symptom
symptoms of dengue fever,ask_symptom
early dengue signs,ask_symptom
how to identify dengue,ask_symptom
tell me dengue symptom list,ask_symptom
"I have high fever, severe headache, pain behind the eyes, muscle and joint pain and rash",give_symptom
I’m experiencing pain behind the eyes with joint pain and fever,give_symptom
"I have nausea, vomiting, rash and fatigue",give_symptom
I feel severe headache and bleeding gums,give_symptom
I have body aches with sudden high fever,give_symptom
what are symptoms of measles,ask_symptom
tell me measles symptom list,ask_symptom
how to identify measles,ask_symptom
early signs of measles,ask_symptom
measles symptoms in children,ask_symptom
"I have high fever, red eyes, cough, runny nose and rash",give_symptom
I feel fever with rash after runny nose,give_symptom
"I have cough, conjunctivitis and spots in the mouth",give_symptom
I feel sick with rash and sore eyes,give_symptom
I have runny nose and red eyes with high fever,give_symptom
what are the symptoms of hepatitis B,ask_symptom
signs of hepatitis B infection,ask_symptom
how to recognize hepatitis B,ask_symptom
tell me hepatitis B symptoms,ask_symptom
symptoms of chronic hepatitis B,ask_symptom
"I have fatigue, nausea, vomiting, abdominal pain and jaundice",give_symptom
I am feeling yellowing of skin and eyes,give_symptom
I have dark urine and light stool,give_symptom
I feel loss of appetite and weakness,give_symptom
I get stomach pain with nausea,give_symptom
what are the symptoms of cholera,ask_symptom
how does cholera present,ask_symptom
cholera symptoms in humans,ask_symptom
early cholera signs,ask_symptom
tell me cholera symptom list,ask_symptom
"I have sudden watery diarrhea, dehydration and muscle cramps",give_symptom
I am feeling weak with vomiting and watery stool,give_symptom
I get rapid dehydration with diarrhea,give_symptom
I feel very thirsty and dizzy with watery stool,give_symptom
I have sunken eyes and dry mouth with diarrhea,give_symptom
what are the symptoms of HIV,ask_symptom
tell me HIV symptoms,ask_symptom
symptoms of HIV infection,ask_symptom
early signs of HIV,ask_symptom
HIV symptoms in men and women,ask_symptom
"I feel fever, sore throat, swollen lymph nodes and night sweats",give_symptom
"I have weight loss, chronic diarrhea and weakness",give_symptom
I am always tired with frequent infections,give_symptom
I have rashes and ulcers in the mouth,give_symptom
I feel swollen glands with fever and chills,give_symptom
what are the symptoms of seasonal influenza,ask_symptom
symptoms of influenza infection,ask_symptom
how does flu manifest,ask_symptom
I want to know flu symptoms,ask_symptom
tell me flu symptom list,ask_symptom
list signs of influenza,ask_symptom
influenza early warning signs,ask_symptom
how to recognize flu,ask_symptom
symptoms of flu in children,ask_symptom
symptoms of flu in elderly,ask_symptom
"I have fever, cough, sore throat, body aches and fatigue",give_symptom
I’m feeling very tired with body aches and sore throat,give_symptom
I have fever and cough plus muscle pains,give_symptom
I feel sore throat and fatigue,give_symptom
I have cough and fever with chills,give_symptom
I feel sudden fever and body ache,give_symptom
I have muscle weakness with cough,give_symptom
I get chills and sore throat often,give_symptom
I have nasal congestion and fever,give_symptom
I feel shivering and headache with cough,give_symptom
what are the symptoms of COVID-19,ask_symptom
what does COVID-19 look like symptom wise,ask_symptom
tell me COVID-19 symptoms,ask_symptom
how to identify COVID-19 infection,ask_symptom
symptoms of coronavirus disease,ask_symptom
signs of mild COVID-19,ask_symptom
signs of severe COVID-19,ask_symptom
COVID-19 initial symptoms,ask_symptom
COVID-19 respiratory signs,ask_symptom
COVID-19 symptom checklist,ask_symptom
"I have cough, fever, shortness of breath, fatigue and loss of taste",give_symptom
"I’m feeling very lethargic, with fever and cough",give_symptom
I have chills and body aches along with sore throat,give_symptom
I feel loss of smell and constant cough,give_symptom
I have fever and shortness of breath,give_symptom
I get tired easily and feel breathless,give_symptom
I have sore throat and dry cough,give_symptom
I am sweating with fever and chest tightness,give_symptom
I have mild fever and lost my taste,give_symptom
I feel heavy chest with breathing difficulty,give_symptom
what are the symptoms of pneumonia,ask_symptom
symptoms of pneumonia in adults,ask_symptom
tell me how pneumonia presents,ask_symptom
early pneumonia symptoms,ask_symptom
pneumonia signs and symptoms,ask_symptom
symptoms of bacterial pneumonia,ask_symptom
pneumonia in children symptoms,ask_symptom
how to know if it is pneumonia,ask_symptom
is chest pain a pneumonia symptom,ask_symptom
pneumonia warning signs,ask_symptom
"I have rapid breathing, chest pain, cough producing phlegm",give_symptom
"I have fever, chills and difficulty breathing",give_symptom
I feel severe cough and chest discomfort,give_symptom
I am coughing phlegm with fever,give_symptom
I get breathless on slight exertion,give_symptom
I feel stabbing chest pain with cough,give_symptom
I have persistent high fever and cough,give_symptom
I cough up yellow sputum and feel weak,give_symptom
I get chest tightness with high fever,give_symptom
I feel very weak and cannot breathe well,give_symptom
what are the symptoms of tuberculosis,ask_symptom
symptoms of TB,ask_symptom
how to recognize tuberculosis,ask_symptom
early TB signs,ask_symptom
symptoms of pulmonary tuberculosis,ask_symptom
tuberculosis signs in lungs,ask_symptom
symptoms of TB in children,ask_symptom
warning signs of TB,ask_symptom
how does TB start,ask_symptom
is coughing blood a TB symptom,ask_symptom
"I have prolonged cough lasting weeks, weight loss, night sweats and fatigue",give_symptom
"I’m losing weight, coughing up mucus and sweating at night",give_symptom
I feel weak with persistent cough and fever,give_symptom
I cough blood and feel very weak,give_symptom
I have night sweats and chest pain,give_symptom
I get weight loss with long cough,give_symptom
I have shortness of breath with cough,give_symptom
I feel chills and sweating every night,give_symptom
I am coughing for weeks with fever,give_symptom
I have appetite loss and cough,give_symptom
what are the symptoms of malaria,ask_symptom
tell me malaria symptoms,ask_symptom
how does malaria start,ask_symptom
early malaria signs,ask_symptom
what does malaria feel like,ask_symptom
malaria symptom stages,ask_symptom
symptoms of severe malaria,ask_symptom
malaria initial signs,ask_symptom
symptoms of cerebral malaria,ask_symptom
does malaria cause fever daily,ask_symptom
"I have fever, chills, sweating, headache and nausea",give_symptom
I feel cycles of chills and high fever,give_symptom
"I have muscle pain, vomiting and tiredness",give_symptom
I feel severe weakness and headache with fever,give_symptom
I am shivering with fever every evening,give_symptom
I have sweating after sudden fever,give_symptom
I feel extreme tiredness after chills,give_symptom
I have nausea with severe headache,give_symptom
I get vomiting and high fever attacks,give_symptom
I feel faint after fever with chills,give_symptom
I have sudden severe chest pain,emergency
I am unable to breathe properly,emergency
I feel my heart racing and I might faint,emergency
I have severe shortness of breath,emergency
I cannot speak and my face is drooping,emergency
I feel sudden weakness on one side of my body,emergency
I am bleeding heavily and it won’t stop,emergency
I have sudden confusion and difficulty understanding speech,emergency
I fainted and lost consciousness,emergency
I have crushing pain in my chest spreading to my arm,emergency
I feel extreme dizziness and might collapse,emergency
I am coughing blood continuously,emergency
I have very high fever with seizures,emergency
I have severe abdominal pain with vomiting blood,emergency
I cannot wake up my friend,emergency
my baby is not breathing,emergency
my child has a seizure and won’t stop,emergency
I have sudden vision loss,emergency
I feel like my throat is closing,emergency
I have swallowed poison,emergency
I am pregnant and bleeding heavily,emergency
I have severe abdominal pain during pregnancy,emergency
I am pregnant and my water broke too early,emergency
I have convulsions during pregnancy,emergency
I am pregnant and have very high blood pressure with headache,emergency
I am in labor but the baby is not moving,emergency
I feel severe chest pain after delivery,emergency
I am bleeding too much after childbirth,emergency
I delivered a baby but now I feel dizzy and faint,emergency
I have severe headache and blurred vision during pregnancy,emergency
I am pregnant and cannot feel my baby move,emergency
I have severe swelling and pain in my legs during pregnancy,emergency
I am pregnant and feel sudden shortness of breath,emergency
I am pregnant and experiencing seizures,emergency
I am in labor but something feels stuck,emergency
I have sudden severe abdominal pain after C-section,emergency
